Algorithm;Accuracy;Balanced Accuracy;Precision;Recall;Specificity;F1-score;False Alarm Rate;tn;fp;fn;tp;training_duration;evaluation_duration
DT;0.9950363039970398;0.9968444108963013;0.9999051094055176;0.9941827058792114;0.999505877494812;0.9970356822013855;0.0004941087681800127;17794.400390625;8.800000190734863;542.4000244140625;92701.0;0.5302296876907349;0.0859394520521164
DT;0.9950326681137085;0.9968466758728027;0.9999073147773743;0.9941762685775757;0.9995171427726746;0.9970334768295288;0.00048283199430443347;17794.599609375;8.600000381469727;543.0;92700.3984375;0.4566565155982971;0.08825059235095978
DT;0.9950345158576965;0.9968386888504028;0.9999029040336609;0.9941827654838562;0.9994946718215942;0.9970346689224243;0.0005053833592683077;17794.19921875;9.0;542.4000244140625;92701.0;0.4660937786102295;0.08273272216320038
DT;0.9950291514396667;0.9968355298042297;0.9999029040336609;0.9941762685775757;0.9994946718215942;0.9970313906669617;0.0005053182831034064;17794.19921875;9.0;543.0;92700.3984375;0.4550962448120117;0.08340950310230255
DT;0.9950326681137085;0.9968377351760864;0.9999029040336609;0.9941805601119995;0.9994948506355286;0.9970334768295288;0.0005051866755820811;17794.19921875;9.0;542.5999755859375;92700.796875;0.48568400740623474;0.0834619551897049
DT;0.9950309991836548;0.9968411326408386;0.9999051094055176;0.9941762685775757;0.9995059967041016;0.9970324635505676;0.0004939853097312152;17794.400390625;8.800000190734863;543.0;92700.3984375;0.4654163420200348;0.0864953026175499
DT;0.9950345158576965;0.9968522787094116;0.9999094009399414;0.9941762685775757;0.9995284080505371;0.9970345497131348;0.0004715663380920887;17794.80078125;8.399999618530273;543.0;92700.3984375;0.4893314242362976;0.08322606235742569
DT;0.9950345158576965;0.9968477487564087;0.9999073147773743;0.9941784739494324;0.9995171427726746;0.9970346689224243;0.00048283199430443347;17794.599609375;8.600000381469727;542.7999877929688;92700.6015625;0.4676515460014343;0.08678598701953888
DT;0.9950219392776489;0.9968358278274536;0.9999051094055176;0.9941655993461609;0.9995059967041016;0.9970270395278931;0.0004939771606586874;17794.400390625;8.800000190734863;544.0;92699.3984375;0.4988784193992615;0.08321213722229004
DT;0.9950308799743652;0.9968365430831909;0.9999029040336609;0.9941784739494324;0.999494731426239;0.9970324635505676;0.0005052517517469823;17794.19921875;9.0;542.7999877929688;92700.6015625;0.47132691740989685;0.08441390842199326
