Algorithm;Accuracy;Balanced Accuracy;Precision;Recall;Specificity;F1-score;False Alarm Rate;tn;fp;fn;tp;training_duration;evaluation_duration
rf;0.9950183033943176;0.9967473745346069;0.9998641014099121;0.9942022562026978;0.9992925524711609;0.9970251321792603;0.0007074459572322667;17790.599609375;12.600000381469727;540.5999755859375;92702.796875;47.07841491699219;0.6626867651939392
rf;0.9950147867202759;0.9967266321182251;0.9998555183410645;0.9942065477371216;0.9992467164993286;0.9970229864120483;0.0007533103344030678;17789.80078125;13.399999618530273;540.2000122070312;92703.203125;45.27997589111328;0.6309014558792114
rf;0.9950129389762878;0.9967439770698547;0.9998641014099121;0.994195818901062;0.9992920756340027;0.9970218539237976;0.0007078641792759299;17790.599609375;12.600000381469727;541.2000122070312;92702.203125;47.34502410888672;0.6484431028366089
rf;0.9950219392776489;0.9967674016952515;0.9998728036880493;0.9941980242729187;0.999336838722229;0.9970273971557617;0.0006631852011196315;17791.400390625;11.800000190734863;541.0;92702.3984375;50.21839904785156;0.6887503862380981
rf;0.9950200915336609;0.9967483282089233;0.9998641014099121;0.9942044019699097;0.9992921948432922;0.997026264667511;0.0007078062044456601;17790.599609375;12.600000381469727;540.4000244140625;92703.0;47.6765022277832;0.6476167440414429
rf;0.995029091835022;0.996771514415741;0.9998728036880493;0.994206428527832;0.9993366003036499;0.9970315098762512;0.0006633777520619333;17791.400390625;11.800000190734863;540.2000122070312;92703.203125;48.2933235168457;0.6667627692222595
rf;0.995003879070282;0.9967115521430969;0.9998511075973511;0.9941979646682739;0.9992250204086304;0.9970165491104126;0.000774962070863694;17789.400390625;13.800000190734863;541.0;92702.3984375;44.25825119018555;0.6363954544067383
rf;0.9950092434883118;0.99671870470047;0.9998533129692078;0.9942024350166321;0.9992350339889526;0.99701988697052;0.0007649961626157165;17789.599609375;13.600000381469727;540.5999755859375;92702.796875;40.96242904663086;0.6221239566802979
rf;0.9950111508369446;0.9967244863510132;0.9998555183410645;0.9942019581794739;0.9992469549179077;0.9970206022262573;0.0007530038710683584;17789.80078125;13.399999618530273;540.5999755859375;92702.796875;43.965023040771484;0.6341668963432312
rf;0.9950128793716431;0.9967438578605652;0.9998641014099121;0.994195818901062;0.9992920160293579;0.9970218539237976;0.0007079831557348371;17790.599609375;12.600000381469727;541.2000122070312;92702.203125;42.035484313964844;0.6277875900268555
