Algorithm;Accuracy;Balanced Accuracy;Precision;Recall;Specificity;F1-score;False Alarm Rate;tn;fp;fn;tp;training_duration;evaluation_duration
LR;0.9798930883407593;0.9690498113632202;0.990988552570343;0.9850114583969116;0.9530882835388184;0.9879908561706543;0.04691169410943985;16968.0;835.2000122070312;1397.5999755859375;91845.796875;1.0519112348556519;0.003257226897403598
LR;0.9799021482467651;0.9690784215927124;0.9909992218017578;0.9850115776062012;0.9531453847885132;0.9879962205886841;0.046854596585035324;16969.0;834.2000122070312;1397.5999755859375;91845.796875;1.1416728496551514;0.003517723176628351
LR;0.9798985719680786;0.9690712094306946;0.9909969568252563;0.9850090146064758;0.9531334638595581;0.9879937171936035;0.04686649516224861;16968.80078125;834.4000244140625;1397.800048828125;91845.6015625;1.062840223312378;0.0030354023911058903
LR;0.9799002408981323;0.9690744280815125;0.9909992218017578;0.9850091934204102;0.9531396627426147;0.9879950284957886;0.046860285103321075;16969.0;834.2000122070312;1397.800048828125;91845.6015625;1.0401170253753662;0.0028057098388671875
LR;0.9798949360847473;0.9690624475479126;0.9909950494766235;0.9850068092346191;0.9531179666519165;0.9879916906356812;0.04688210040330887;16968.599609375;834.5999755859375;1398.0;91845.3984375;0.9087915420532227;0.0035821914207190275
LR;0.9798985719680786;0.9690631031990051;0.9909950494766235;0.9850113987922668;0.9531148076057434;0.9879940748214722;0.046885233372449875;16968.599609375;834.5999755859375;1397.5999755859375;91845.796875;1.056149959564209;0.004200982861220837
LR;0.9798895120620728;0.96904057264328;0.9909864664077759;0.9850088953971863;0.9530722498893738;0.9879885911941528;0.04692772403359413;16967.80078125;835.4000244140625;1397.800048828125;91845.6015625;0.992061972618103;0.003293752670288086
LR;0.9798967242240906;0.9690574407577515;0.9909929037094116;0.9850112795829773;0.9531035423278809;0.9879929423332214;0.046896450221538544;16968.400390625;834.7999877929688;1397.5999755859375;91845.796875;0.8756824731826782;0.0020435333717614412
LR;0.9799003601074219;0.969072699546814;0.9909969568252563;0.9850112795829773;0.9531341791152954;0.9879950284957886;0.046865902841091156;16968.80078125;834.4000244140625;1397.5999755859375;91845.796875;0.9612628221511841;0.003553199814632535
LR;0.9799165725708008;0.9690883755683899;0.9909991025924683;0.985028862953186;0.9531480073928833;0.9880048632621765;0.04685204103589058;16969.0;834.2000122070312;1396.0;91847.3984375;1.0308822393417358;0.003684425260871649
