Algorithm;Accuracy;Balanced Accuracy;Precision;Recall;Specificity;F1-score;False Alarm Rate;tn;fp;fn;tp;training_duration;evaluation_duration
SVM;0.9907426834106445;0.9932333827018738;0.9994022250175476;0.98956698179245;0.9968997836112976;0.9944583773612976;0.0031002413015812635;17748.0;55.20000076293945;972.7999877929688;92270.6015625;201.95120239257812;52.0994873046875
SVM;0.9845649600028992;0.970201313495636;0.9906316995620728;0.9913322329521179;0.9490702748298645;0.99089515209198;0.05092970281839371;16897.400390625;905.7999877929688;808.2000122070312;92435.203125;183.74510192871094;51.041236877441406
SVM;0.9404594302177429;0.9076552391052246;0.9722141027450562;0.9555007815361023;0.8598096966743469;0.9636915326118469;0.1401902735233307;15352.400390625;2450.800048828125;4161.0;89082.3984375;192.56741333007812;52.82146072387695
SVM;0.9223960638046265;0.8768313527107239;0.9608170390129089;0.94426029920578;0.8094024658203125;0.9523735046386719;0.19059759378433228;14374.0;3429.199951171875;5188.39990234375;88055.0;192.51473999023438;51.62717819213867
SVM;0.988150954246521;0.9856576919555664;0.9965871572494507;0.9893072843551636;0.9820079803466797;0.9929274320602417;0.017991987988352776;17484.400390625;318.79998779296875;997.0;92246.3984375;203.3540802001953;52.64381790161133
SVM;0.9254153370857239;0.8733484148979187;0.9597662687301636;0.9501306414604187;0.7965661883354187;0.954876720905304;0.2034337967634201;14168.7998046875;3634.39990234375;4648.0;88595.3984375;206.3368682861328;53.25068283081055
SVM;0.9330463409423828;0.9400079846382141;0.9875398874282837;0.929766058921814;0.950249969959259;0.9551726579666138;0.049750007688999176;16919.19921875;884.0;6551.0;86692.3984375;208.06948852539062;53.51899337768555
SVM;0.9298205375671387;0.9230085611343384;0.98456209897995;0.9328364133834839;0.9131806492805481;0.9530476331710815;0.08681933581829071;16262.2001953125;1541.0;6252.2001953125;86991.203125;195.2843017578125;51.21327590942383
SVM;0.9118372797966003;0.9157387018203735;0.9775524139404297;0.9100005030632019;0.9214769601821899;0.9374998211860657;0.07852309197187424;16410.0;1393.199951171875;8397.0;84846.3984375;192.8707275390625;52.4278564453125
SVM;0.9917386174201965;0.9938678741455078;0.9994222521781921;0.990733802318573;0.9970019459724426;0.9950590133666992;0.002998044714331627;17749.80078125;53.400001525878906;864.0;92379.3984375;203.01107788085938;52.985389709472656
