Algorithm;Accuracy;Balanced Accuracy;Precision;Recall;Specificity;F1-score;False Alarm Rate;tn;fp;fn;tp;training_duration;evaluation_duration
2DCNN;0.9872539639472961;0.9894088506698608;0.9985599517822266;0.9862428903579712;0.9925748705863953;0.992362380027771;0.007425072602927685;17670.599609375;132.60000610351562;1282.800048828125;91960.6015625;32.43683624267578;1.9042322635650635
2DCNN;0.9879762530326843;0.9897993803024292;0.9985460042953491;0.9871174693107605;0.9924812316894531;0.9927985072135925;0.00751871895045042;17669.19921875;134.0;1201.199951171875;92042.203125;33.92348098754883;1.9652726650238037
2DCNN;0.9872468113899231;0.9896091222763062;0.9986621737480164;0.9861341714859009;0.9930840730667114;0.9923578500747681;0.006915914826095104;17680.0;123.19999694824219;1293.0;91950.3984375;30.802104949951172;1.8326953649520874
2DCNN;0.9877709150314331;0.9896901845932007;0.9985523223876953;0.9868661761283875;0.9925141334533691;0.9926743507385254;0.007485844194889069;17669.80078125;133.39999389648438;1224.5999755859375;92018.796875;31.947887420654297;1.9263298511505127
2DCNN;0.987025260925293;0.9891442060470581;0.9985057711601257;0.9860242605209351;0.9922642707824707;0.9922256469726562;0.0077357301488518715;17665.599609375;137.60000610351562;1303.199951171875;91940.203125;34.68165969848633;2.2104783058166504
2DCNN;0.986585795879364;0.989647388458252;0.9988695979118347;0.9851395487785339;0.9941551089286804;0.9919564127922058;0.005844817962497473;17699.19921875;104.0;1385.5999755859375;91857.796875;36.20549392700195;2.067551374435425
2DCNN;0.987626850605011;0.9898654818534851;0.9986783862113953;0.9865719676017761;0.9931589365005493;0.9925875663757324;0.00684110214933753;17681.400390625;121.80000305175781;1252.199951171875;91991.203125;37.32625198364258;2.347404956817627
2DCNN;0.9871820211410522;0.989177405834198;0.9984763860702515;0.9862393140792847;0.9921156167984009;0.9923192262649536;0.007884389720857143;17662.80078125;140.39999389648438;1283.0;91960.3984375;34.08514404296875;2.0159378051757812
2DCNN;0.9883977174758911;0.9892603754997253;0.9981738924980164;0.9879907369613647;0.9905301332473755;0.9930559396743774;0.009469886310398579;17634.599609375;168.60000610351562;1119.800048828125;92123.6015625;31.197917938232422;1.9011348485946655
2DCNN;0.9875043034553528;0.9894506335258484;0.99852055311203;0.9865813255310059;0.9923200607299805;0.992514431476593;0.0076800198294222355;17666.80078125;136.39999389648438;1251.199951171875;91992.203125;30.784637451171875;1.9083324670791626
