Algorithm;Accuracy;Balanced Accuracy;Precision;Recall;Specificity;F1-score;False Alarm Rate;tn;fp;fn;tp;training_duration;evaluation_duration
Bayes;0.9818058013916016;0.9664206504821777;0.989262580871582;0.9890672564506531;0.9437740445137024;0.9891649484634399;0.05622599273920059;16802.19921875;1001.0;1019.4000244140625;92224.0;0.04874406009912491;0.10882453620433807
Bayes;0.9818059206008911;0.9664213061332703;0.989262580871582;0.9890676736831665;0.9437749981880188;0.9891650080680847;0.05622497946023941;16802.19921875;1001.0;1019.4000244140625;92224.0;0.01660299301147461;0.09382166713476181
Bayes;0.9818058013916016;0.966419517993927;0.9892627596855164;0.9890672564506531;0.9437717199325562;0.9891649484634399;0.05622830241918564;16802.19921875;1001.0;1019.4000244140625;92224.0;0.01660318300127983;0.0858190506696701
Bayes;0.9818112254142761;0.9664281606674194;0.9892624020576477;0.989073634147644;0.94378262758255;0.9891679883003235;0.056217361241579056;16802.19921875;1001.0;1018.7999877929688;92224.6015625;0.020389080047607422;0.09042339026927948
Bayes;0.9818075895309448;0.96642005443573;0.989262580871582;0.9890698194503784;0.9437704086303711;0.9891661405563354;0.056229591369628906;16802.19921875;1001.0;1019.2000122070312;92224.203125;0.01666855812072754;0.09967450797557831
Bayes;0.9818058013916016;0.9664230346679688;0.9892624020576477;0.9890674352645874;0.9437786340713501;0.9891648292541504;0.0562213659286499;16802.19921875;1001.0;1019.4000244140625;92224.0;0.018755149096250534;0.10231456905603409
Bayes;0.9818058013916016;0.9664208292961121;0.9892624616622925;0.9890672564506531;0.943774402141571;0.9891648292541504;0.05622551590204239;16802.19921875;1001.0;1019.4000244140625;92224.0;0.016610145568847656;0.091134212911129
Bayes;0.9818058013916016;0.966423511505127;0.9892624020576477;0.9890672564506531;0.9437797665596008;0.9891647100448608;0.05622024089097977;16802.19921875;1001.0;1019.4000244140625;92224.0;0.021877288818359375;0.09571518748998642
Bayes;0.9818058013916016;0.9664216041564941;0.989262580871582;0.9890674352645874;0.9437757730484009;0.9891649484634399;0.05622425675392151;16802.19921875;1001.0;1019.4000244140625;92224.0;0.022904682904481888;0.10205602645874023
Bayes;0.9818058013916016;0.9664191007614136;0.9892627596855164;0.9890674352645874;0.9437705874443054;0.9891650080680847;0.05622941255569458;16802.19921875;1001.0;1019.4000244140625;92224.0;0.01564173772931099;0.10925426334142685
