Algorithm;Accuracy;Balanced Accuracy;Precision;Recall;Specificity;F1-score;False Alarm Rate;tn;fp;fn;tp;training_duration;evaluation_duration
SVM;0.9910883903503418;0.9936939477920532;0.9995234608650208;0.9898585081100464;0.9975293278694153;0.9946674108505249;0.0024707147385925055;17759.19921875;44.0;945.5999755859375;92297.796875;18.891708374023438;15.295427322387695
SVM;0.991055965423584;0.9937421679496765;0.9995559453964233;0.9897879362106323;0.9976962804794312;0.9946479797363281;0.002303650137037039;17762.19921875;41.0;952.2000122070312;92291.203125;17.729591369628906;15.290277481079102
SVM;0.9910704493522644;0.993691623210907;0.9995278120040894;0.9898329973220825;0.997550368309021;0.9946567416191101;0.002449630992487073;17759.599609375;43.599998474121094;948.0;92295.3984375;18.527713775634766;15.345808029174805
SVM;0.991108238697052;0.9937325716018677;0.9995365142822266;0.9898697137832642;0.9975953102111816;0.9946796298027039;0.002404735190793872;17760.400390625;42.79999923706055;944.5999755859375;92298.796875;18.426532745361328;14.734895706176758
SVM;0.9911532402038574;0.9937049746513367;0.9995105862617493;0.989948570728302;0.9974614977836609;0.9947065114974976;0.00253855949267745;17758.0;45.20000076293945;937.2000122070312;92306.203125;18.16978645324707;15.054092407226562
SVM;0.9910038113594055;0.9936708211898804;0.999536395072937;0.9897451400756836;0.9975963830947876;0.9946168065071106;0.002403637859970331;17760.400390625;42.79999923706055;956.2000122070312;92287.203125;18.722747802734375;14.935342788696289
SVM;0.9909407496452332;0.9936421513557434;0.9995406866073608;0.9896658658981323;0.9976183772087097;0.9945787191390991;0.0023816078901290894;17760.80078125;42.400001525878906;963.5999755859375;92279.796875;18.252418518066406;14.89716625213623
SVM;0.9911226034164429;0.9936688542366028;0.9995018839836121;0.9899207949638367;0.9974168539047241;0.9946882128715515;0.002583093009889126;17757.19921875;46.0;939.7999877929688;92303.6015625;17.072799682617188;14.305105209350586
SVM;0.9911821484565735;0.9937410354614258;0.9995191693305969;0.989974856376648;0.9975072741508484;0.9947240948677063;0.002492737490683794;17758.80078125;44.400001525878906;934.7999877929688;92308.6015625;17.77984046936035;14.38005256652832
SVM;0.9911279678344727;0.9937442541122437;0.9995365142822266;0.9898932576179504;0.9975954294204712;0.9946914911270142;0.0024046192411333323;17760.400390625;42.79999923706055;942.4000244140625;92301.0;17.525487899780273;15.017019271850586
